Date,Hour,Pris,Område
2025-01-20,10,381.023,NO1
2025-01-20,11,294.986,NO1
2025-01-20,12,228.47,NO1
2025-01-20,13,216.233,NO1
2025-01-20,14,212.103,NO1
2025-01-20,15,232.259,NO1
2025-01-20,16,327.368,NO1
2025-01-20,17,401.932,NO1
2025-01-20,18,433.03100000000006,NO1
2025-01-20,19,288.385,NO1
2025-01-20,20,190.005,NO1
2025-01-20,21,143.304,NO1
2025-01-20,22,107.84,NO1
2025-01-20,23,58.974,NO1
2025-01-20,24,57.926,NO1
2025-01-21,1,47.646,NO1
2025-01-21,2,46.323,NO1
2025-01-21,3,45.72,NO1
2025-01-21,4,45.791,NO1
2025-01-21,5,46.11,NO1
2025-01-21,6,48.296,NO1
2025-01-21,7,56.58,NO1
2025-01-21,8,133.745,NO1
2025-01-21,9,215.424,NO1
2025-01-21,10,228.576,NO1
2025-01-21,11,216.35700000000003,NO1
2025-01-21,12,176.475,NO1
2025-01-21,13,160.203,NO1
2025-01-21,14,156.173,NO1
2025-01-21,15,163.996,NO1
2025-01-21,16,187.099,NO1
2025-01-21,17,221.368,NO1
2025-01-21,18,309.641,NO1
2025-01-21,19,266.119,NO1
2025-01-21,20,181.474,NO1
2025-01-21,21,119.21,NO1
2025-01-21,22,107.842,NO1
2025-01-21,23,83.09700000000001,NO1
2025-01-21,24,56.627,NO1
2025-01-22,1,51.1,NO1
2025-01-22,2,45.647000000000006,NO1
2025-01-22,3,47.95,NO1
2025-01-22,4,47.927,NO1
2025-01-22,5,47.621,NO1
2025-01-22,6,49.513,NO1
2025-01-22,7,92.516,NO1
2025-01-22,8,230.643,NO1
2025-01-22,9,253.878,NO1
2025-01-22,10,229.056,NO1
2025-01-22,11,203.918,NO1
2025-01-22,12,196.948,NO1
2025-01-22,13,188.299,NO1
2025-01-22,14,193.999,NO1
2025-01-22,15,205.316,NO1
2025-01-22,16,223.286,NO1
2025-01-22,17,227.141,NO1
2025-01-22,18,238.493,NO1
2025-01-22,19,205.892,NO1
2025-01-22,20,190.661,NO1
2025-01-22,21,152.77100000000002,NO1
2025-01-22,22,145.519,NO1
2025-01-22,23,121.732,NO1
2025-01-22,24,68.764,NO1
2025-01-23,1,58.019000000000005,NO1
2025-01-23,2,46.289,NO1
2025-01-23,3,44.412,NO1
2025-01-23,4,44.412,NO1
2025-01-23,5,44.376,NO1
2025-01-23,6,44.728,NO1
2025-01-23,7,105.68,NO1
2025-01-23,8,156.86,NO1
2025-01-23,9,180.826,NO1
2025-01-23,10,177.482,NO1
2025-01-23,11,149.775,NO1
2025-01-23,12,127.194,NO1
2025-01-23,13,107.827,NO1
2025-01-23,14,93.516,NO1
2025-01-23,15,76.084,NO1
2025-01-23,16,66.946,NO1
2025-01-23,17,92.143,NO1
2025-01-23,18,96.155,NO1
2025-01-23,19,82.39500000000001,NO1
2025-01-23,20,67.603,NO1
2025-01-23,21,52.4,NO1
2025-01-23,22,49.292,NO1
2025-01-23,23,51.11,NO1
2025-01-23,24,50.031,NO1
2025-01-24,1,43.262,NO1
2025-01-24,2,43.038,NO1
2025-01-24,3,42.651,NO1
2025-01-24,4,42.427,NO1
2025-01-24,5,42.345,NO1
2025-01-24,6,43.461,NO1
2025-01-24,7,45.189,NO1
2025-01-24,8,77.312,NO1
2025-01-24,9,88.556,NO1
2025-01-24,10,67.078,NO1
2025-01-24,11,53.437,NO1
2025-01-24,12,46.082,NO1
2025-01-24,13,43.908,NO1
2025-01-24,14,43.297,NO1
2025-01-24,15,48.067,NO1
2025-01-24,16,48.185,NO1
2025-01-24,17,43.732,NO1
2025-01-24,18,43.344,NO1
2025-01-24,19,42.251,NO1
2025-01-24,20,40.606,NO1
2025-01-24,21,39.49,NO1
2025-01-24,22,38.644,NO1
2025-01-24,23,37.469,NO1
2025-01-24,24,36.811,NO1
2025-01-25,1,35.777,NO1
2025-01-25,2,32.205,NO1
2025-01-25,3,32.147000000000006,NO1
2025-01-25,4,32.123000000000005,NO1
2025-01-25,5,32.593,NO1
2025-01-25,6,33.439,NO1
2025-01-25,7,36.259,NO1
2025-01-25,8,37.058,NO1
2025-01-25,9,38.621,NO1
2025-01-25,10,38.844,NO1
2025-01-25,11,38.914,NO1
2025-01-25,12,38.891000000000005,NO1
2025-01-25,13,38.726,NO1
2025-01-25,14,38.668,NO1
2025-01-25,15,38.668,NO1
2025-01-25,16,39.149,NO1
2025-01-25,17,40.43,NO1
2025-01-25,18,41.17,NO1
2025-01-25,19,40.489,NO1
2025-01-25,20,39.102,NO1
2025-01-25,21,38.726,NO1
2025-01-25,22,37.634,NO1
2025-01-25,23,37.904,NO1
2025-01-25,24,37.211,NO1
2025-01-26,1,33.345,NO1
2025-01-26,2,32.722,NO1
2025-01-26,3,27.694,NO1
2025-01-26,4,27.658,NO1
2025-01-26,5,28.011000000000003,NO1
2025-01-26,6,28.375,NO1
2025-01-26,7,35.566,NO1
2025-01-26,8,40.242,NO1
2025-01-26,9,41.382,NO1
2025-01-26,10,41.805,NO1
2025-01-26,11,41.981,NO1
2025-01-26,12,41.875,NO1
2025-01-26,13,40.924,NO1
2025-01-26,14,40.877,NO1
2025-01-26,15,41.241,NO1
2025-01-26,16,41.417,NO1
2025-01-26,17,44.307,NO1
2025-01-26,18,45.012,NO1
2025-01-26,19,44.918,NO1
2025-01-26,20,43.779,NO1
2025-01-26,21,41.758,NO1
2025-01-26,22,41.311,NO1
2025-01-26,23,41.065,NO1
2025-01-26,24,35.695,NO1
2025-01-27,1,45.124,NO1
2025-01-27,2,39.137,NO1
2025-01-27,3,34.011,NO1
2025-01-27,4,18.151,NO1
2025-01-27,5,18.813,NO1
2025-01-27,6,34.401,NO1
2025-01-27,7,39.467,NO1
2025-01-27,8,46.506,NO1
2025-01-27,9,56.272000000000006,NO1
2025-01-27,10,44.664,NO1
2025-01-27,11,43.719,NO1
2025-01-27,12,43.542,NO1
2025-01-27,13,42.219,NO1
2025-01-27,14,42.739,NO1
2025-01-27,15,43.364,NO1
2025-01-27,16,43.176,NO1
2025-01-27,17,43.223,NO1
2025-01-27,18,44.286,NO1
2025-01-27,19,44.238,NO1
2025-01-27,20,43.034,NO1
2025-01-27,21,43.128,NO1
2025-01-27,22,41.711,NO1
2025-01-27,23,40.648,NO1
2025-01-27,24,39.456,NO1
2025-01-28,1,40.895,NO1
2025-01-28,2,40.589,NO1
2025-01-28,3,41.237,NO1
2025-01-28,4,41.602,NO1
2025-01-28,5,41.873000000000005,NO1
2025-01-28,6,42.367,NO1
2025-01-28,7,46.384,NO1
2025-01-28,8,114.935,NO1
2025-01-28,9,124.44,NO1
2025-01-28,10,121.931,NO1
2025-01-28,11,121.613,NO1
2025-01-28,12,121.601,NO1
2025-01-28,13,118.15,NO1
2025-01-28,14,121.613,NO1
2025-01-28,15,128.904,NO1
2025-01-28,16,124.334,NO1
2025-01-28,17,148.998,NO1
2025-01-28,18,147.95,NO1
2025-01-28,19,137.82,NO1
2025-01-28,20,123.768,NO1
2025-01-28,21,88.775,NO1
2025-01-28,22,68.574,NO1
2025-01-28,23,52.120000000000005,NO1
2025-01-28,24,44.181,NO1
2025-01-29,1,44.935,NO1
2025-01-29,2,43.781,NO1
2025-01-29,3,43.675,NO1
2025-01-29,4,43.722,NO1
2025-01-29,5,43.604,NO1
2025-01-29,6,44.817,NO1
2025-01-29,7,64.888,NO1
2025-01-29,8,155.123,NO1
2025-01-29,9,157.31400000000002,NO1
2025-01-29,10,142.967,NO1
2025-01-29,11,115.594,NO1
2025-01-29,12,98.115,NO1
2025-01-29,13,93.639,NO1
2025-01-29,14,94.169,NO1
2025-01-29,15,96.501,NO1
2025-01-29,16,112.803,NO1
2025-01-29,17,145.3,NO1
2025-01-29,18,153.238,NO1
2025-01-29,19,138.621,NO1
2025-01-29,20,125.264,NO1
2025-01-29,21,105.582,NO1
2025-01-29,22,63.133,NO1
2025-01-29,23,49.953,NO1
2025-01-29,24,44.075,NO1
2025-01-30,1,51.70399999999999,NO1
2025-01-30,2,48.893,NO1
2025-01-30,3,46.94,NO1
2025-01-30,4,45.199,NO1
2025-01-30,5,45.493,NO1
2025-01-30,6,52.42100000000001,NO1
2025-01-30,7,64.03,NO1
2025-01-30,8,83.495,NO1
2025-01-30,9,118.215,NO1
2025-01-30,10,119.191,NO1
2025-01-30,11,104.019,NO1
2025-01-30,12,78.837,NO1
2025-01-30,13,95.503,NO1
2025-01-30,14,86.694,NO1
2025-01-30,15,100.537,NO1
2025-01-30,16,75.932,NO1
2025-01-30,17,89.846,NO1
2025-01-30,18,122.731,NO1
2025-01-30,19,92.257,NO1
2025-01-30,20,83.671,NO1
2025-01-30,21,70.78099999999999,NO1
2025-01-30,22,64.3,NO1
2025-01-30,23,61.913,NO1
2025-01-30,24,59.831,NO1
2025-01-31,1,52.489,NO1
2025-01-31,2,49.696,NO1
2025-01-31,3,49.895,NO1
2025-01-31,4,49.919,NO1
2025-01-31,5,49.074,NO1
2025-01-31,6,51.527,NO1
2025-01-31,7,99.368,NO1
2025-01-31,8,166.975,NO1
2025-01-31,9,177.409,NO1
2025-01-31,10,167.022,NO1
2025-01-31,11,140.12,NO1
2025-01-31,12,136.305,NO1
2025-01-31,13,129.674,NO1
2025-01-31,14,127.702,NO1
2025-01-31,15,125.976,NO1
2025-01-31,16,158.489,NO1
2025-01-31,17,178.114,NO1
2025-01-31,18,161.78699999999998,NO1
2025-01-31,19,193.959,NO1
2025-01-31,20,118.371,NO1
2025-01-31,21,78.523,NO1
2025-01-31,22,63.94500000000001,NO1
2025-01-31,23,50.799,NO1
2025-01-31,24,48.98,NO1
2025-02-01,1,49.062,NO1
2025-02-01,2,48.745,NO1
2025-02-01,3,48.71,NO1
2025-02-01,4,48.428,NO1
2025-02-01,5,48.98,NO1
2025-02-01,6,50.517,NO1
2025-02-01,7,52.172,NO1
2025-02-01,8,58.733,NO1
2025-02-01,9,76.91499999999999,NO1
2025-02-01,10,144.099,NO1
2025-02-01,11,135.81199999999998,NO1
2025-02-01,12,126.763,NO1
2025-02-01,13,116.986,NO1
2025-02-01,14,109.849,NO1
2025-02-01,15,114.943,NO1
2025-02-01,16,137.491,NO1
2025-02-01,17,162.327,NO1
2025-02-01,18,178.26600000000002,NO1
2025-02-01,19,177.98399999999998,NO1
2025-02-01,20,172.797,NO1
2025-02-01,21,166.893,NO1
2025-02-01,22,154.96800000000002,NO1
2025-02-01,23,94.368,NO1
2025-02-01,24,65.694,NO1
2025-02-02,1,59.05,NO1
2025-02-02,2,57.924,NO1
2025-02-02,3,57.947,NO1
2025-02-02,4,58.769000000000005,NO1
2025-02-02,5,58.264,NO1
2025-02-02,6,60.964,NO1
2025-02-02,7,82.161,NO1
2025-02-02,8,140.754,NO1
2025-02-02,9,148.817,NO1
2025-02-02,10,149.169,NO1
2025-02-02,11,140.871,NO1
2025-02-02,12,139.991,NO1
2025-02-02,13,132.33800000000002,NO1
2025-02-02,14,121.117,NO1
2025-02-02,15,124.92,NO1
2025-02-02,16,138.653,NO1
2025-02-02,17,164.041,NO1
2025-02-02,18,181.224,NO1
2025-02-02,19,192.116,NO1
2025-02-02,20,196.846,NO1
2025-02-02,21,179.956,NO1
2025-02-02,22,153.40699999999998,NO1
2025-02-02,23,95.06,NO1
2025-02-02,24,69.80199999999999,NO1
2025-02-03,1,79.22,NO1
2025-02-03,2,63.887,NO1
2025-02-03,3,63.80499999999999,NO1
2025-02-03,4,62.69199999999999,NO1
2025-02-03,5,65.55,NO1
2025-02-03,6,86.003,NO1
2025-02-03,7,187.116,NO1
2025-02-03,8,256.86,NO1
2025-02-03,9,291.51,NO1
2025-02-03,10,230.305,NO1
2025-02-03,11,170.483,NO1
2025-02-03,12,146.68,NO1
2025-02-03,13,137.637,NO1
2025-02-03,14,135.74,NO1
2025-02-03,15,144.408,NO1
2025-02-03,16,162.693,NO1
2025-02-03,17,194.613,NO1
2025-02-03,18,249.879,NO1
2025-02-03,19,218.861,NO1
2025-02-03,20,225.186,NO1
2025-02-03,21,181.341,NO1
2025-02-03,22,150.616,NO1
2025-02-03,23,118.544,NO1
2025-02-03,24,65.97200000000001,NO1
2025-02-04,1,67.079,NO1
2025-02-04,2,60.117,NO1
2025-02-04,3,59.16799999999999,NO1
2025-02-04,4,57.128,NO1
2025-02-04,5,56.319,NO1
2025-02-04,6,58.394000000000005,NO1
2025-02-04,7,90.158,NO1
2025-02-04,8,166.661,NO1
2025-02-04,9,208.798,NO1
2025-02-04,10,156.171,NO1
2025-02-04,11,145.411,NO1
2025-02-04,12,114.983,NO1
2025-02-04,13,97.214,NO1
2025-02-04,14,77.863,NO1
2025-02-04,15,60.492,NO1
2025-02-04,16,59.566,NO1
2025-02-04,17,61.102,NO1
2025-02-04,18,64.817,NO1
2025-02-04,19,60.234,NO1
2025-02-04,20,56.835,NO1
2025-02-04,21,53.905,NO1
2025-02-04,22,52.03,NO1
2025-02-04,23,48.841,NO1
2025-02-04,24,47.177,NO1
2025-02-05,1,50.143,NO1
2025-02-05,2,49.174,NO1
2025-02-05,3,48.964,NO1
2025-02-05,4,49.186,NO1
2025-02-05,5,49.174,NO1
2025-02-05,6,48.498000000000005,NO1
2025-02-05,7,52.605,NO1
2025-02-05,8,54.227,NO1
2025-02-05,9,55.488,NO1
2025-02-05,10,55.55800000000001,NO1
2025-02-05,11,56.258,NO1
2025-02-05,12,56.024,NO1
2025-02-05,13,55.382000000000005,NO1
2025-02-05,14,55.896,NO1
2025-02-05,15,55.534000000000006,NO1
2025-02-05,16,55.95399999999999,NO1
2025-02-05,17,62.909000000000006,NO1
2025-02-05,18,68.114,NO1
2025-02-05,19,70.10900000000001,NO1
2025-02-05,20,63.679,NO1
2025-02-05,21,59.712,NO1
2025-02-05,22,61.124,NO1
2025-02-05,23,57.285,NO1
2025-02-05,24,55.826,NO1
2025-02-06,1,58.234,NO1
2025-02-06,2,57.663,NO1
2025-02-06,3,57.803,NO1
2025-02-06,4,58.048,NO1
2025-02-06,5,58.339,NO1
2025-02-06,6,61.755,NO1
2025-02-06,7,85.69,NO1
2025-02-06,8,172.38299999999998,NO1
2025-02-06,9,214.808,NO1
2025-02-06,10,189.847,NO1
2025-02-06,11,168.29000000000002,NO1
2025-02-06,12,131.216,NO1
2025-02-06,13,101.126,NO1
2025-02-06,14,85.45700000000001,NO1
2025-02-06,15,79.966,NO1
2025-02-06,16,102.828,NO1
2025-02-06,17,133.28,NO1
2025-02-06,18,183.82,NO1
2025-02-06,19,183.656,NO1
2025-02-06,20,175.286,NO1
2025-02-06,21,151.269,NO1
2025-02-06,22,118.788,NO1
2025-02-06,23,78.986,NO1
2025-02-06,24,69.82300000000001,NO1
2025-02-07,1,73.737,NO1
2025-02-07,2,68.32000000000001,NO1
2025-02-07,3,67.611,NO1
2025-02-07,4,66.46000000000001,NO1
2025-02-07,5,67.158,NO1
2025-02-07,6,69.959,NO1
2025-02-07,7,118.145,NO1
2025-02-07,8,152.404,NO1
2025-02-07,9,176.66500000000002,NO1
2025-02-07,10,161.715,NO1
2025-02-07,11,136.966,NO1
2025-02-07,12,99.626,NO1
2025-02-07,13,92.396,NO1
2025-02-07,14,96.453,NO1
2025-02-07,15,94.825,NO1
2025-02-07,16,87.85,NO1
2025-02-07,17,95.976,NO1
2025-02-07,18,99.905,NO1
2025-02-07,19,96.476,NO1
2025-02-07,20,79.864,NO1
2025-02-07,21,64.74,NO1
2025-02-07,22,62.357000000000006,NO1
2025-02-07,23,61.078,NO1
2025-02-07,24,59.009,NO1
2025-02-08,1,58.346,NO1
2025-02-08,2,57.834,NO1
2025-02-08,3,57.66,NO1
2025-02-08,4,57.323,NO1
2025-02-08,5,57.218,NO1
2025-02-08,6,57.416,NO1
2025-02-08,7,58.113,NO1
2025-02-08,8,58.904,NO1
2025-02-08,9,59.06699999999999,NO1
2025-02-08,10,61.322,NO1
2025-02-08,11,61.403,NO1
2025-02-08,12,60.659000000000006,NO1
2025-02-08,13,61.438,NO1
2025-02-08,14,60.59,NO1
2025-02-08,15,62.019000000000005,NO1
2025-02-08,16,64.565,NO1
2025-02-08,17,77.62,NO1
2025-02-08,18,105.532,NO1
2025-02-08,19,102.172,NO1
2025-02-08,20,85.467,NO1
2025-02-08,21,85.002,NO1
2025-02-08,22,69.262,NO1
2025-02-08,23,71.215,NO1
2025-02-08,24,67.158,NO1
2025-02-09,1,63.868,NO1
2025-02-09,2,63.333000000000006,NO1
2025-02-09,3,63.426,NO1
2025-02-09,4,63.67,NO1
2025-02-09,5,64.147,NO1
2025-02-09,6,67.681,NO1
2025-02-09,7,74.52799999999999,NO1
2025-02-09,8,88.22200000000001,NO1
2025-02-09,9,87.513,NO1
2025-02-09,10,124.388,NO1
2025-02-09,11,117.889,NO1
2025-02-09,12,111.356,NO1
2025-02-09,13,93.081,NO1
2025-02-09,14,88.908,NO1
2025-02-09,15,88.955,NO1
2025-02-09,16,105.729,NO1
2025-02-09,17,118.97,NO1
2025-02-09,18,118.959,NO1
2025-02-09,19,117.11,NO1
2025-02-09,20,102.602,NO1
2025-02-09,21,82.026,NO1
2025-02-09,22,76.737,NO1
2025-02-09,23,69.65700000000001,NO1
2025-02-09,24,66.449,NO1
2025-02-10,1,65.338,NO1
2025-02-10,2,64.03,NO1
2025-02-10,3,62.965,NO1
2025-02-10,4,62.722,NO1
2025-02-10,5,62.583000000000006,NO1
2025-02-10,6,63.845000000000006,NO1
2025-02-10,7,67.942,NO1
2025-02-10,8,110.617,NO1
2025-02-10,9,122.319,NO1
2025-02-10,10,115.814,NO1
2025-02-10,11,100.71,NO1
2025-02-10,12,77.132,NO1
2025-02-10,13,71.19500000000001,NO1
2025-02-10,14,65.616,NO1
2025-02-10,15,67.005,NO1
2025-02-10,16,66.322,NO1
2025-02-10,17,73.51,NO1
2025-02-10,18,76.172,NO1
2025-02-10,19,76.635,NO1
2025-02-10,20,69.62100000000001,NO1
2025-02-10,21,65.627,NO1
2025-02-10,22,63.521,NO1
2025-02-10,23,61.9,NO1
2025-02-10,24,60.847,NO1
2025-02-11,1,59.394000000000005,NO1
2025-02-11,2,59.047,NO1
2025-02-11,3,58.966,NO1
2025-02-11,4,58.479,NO1
2025-02-11,5,58.641,NO1
2025-02-11,6,59.359,NO1
2025-02-11,7,62.971,NO1
2025-02-11,8,67.821,NO1
2025-02-11,9,83.876,NO1
2025-02-11,10,72.25399999999999,NO1
2025-02-11,11,68.15700000000001,NO1
2025-02-11,12,67.404,NO1
2025-02-11,13,65.04299999999999,NO1
2025-02-11,14,63.434000000000005,NO1
2025-02-11,15,63.376,NO1
2025-02-11,16,64.325,NO1
2025-02-11,17,67.89,NO1
2025-02-11,18,80.22999999999999,NO1
2025-02-11,19,88.61,NO1
2025-02-11,20,71.768,NO1
2025-02-11,21,66.00399999999999,NO1
2025-02-11,22,65.402,NO1
2025-02-11,23,64.059,NO1
2025-02-11,24,63.306,NO1
2025-02-12,1,67.686,NO1
2025-02-12,2,67.01,NO1
2025-02-12,3,66.625,NO1
2025-02-12,4,66.182,NO1
2025-02-12,5,66.31,NO1
2025-02-12,6,67.989,NO1
2025-02-12,7,98.754,NO1
2025-02-12,8,156.51600000000002,NO1
2025-02-12,9,174.708,NO1
2025-02-12,10,167.14,NO1
2025-02-12,11,131.862,NO1
2025-02-12,12,116.107,NO1
2025-02-12,13,113.11,NO1
2025-02-12,14,119.197,NO1
2025-02-12,15,133.168,NO1
2025-02-12,16,141.43699999999998,NO1
2025-02-12,17,181.566,NO1
2025-02-12,18,199.234,NO1
2025-02-12,19,207.794,NO1
2025-02-12,20,206.371,NO1
2025-02-12,21,183.991,NO1
2025-02-12,22,164.807,NO1
2025-02-12,23,157.379,NO1
2025-02-12,24,101.949,NO1
2025-02-13,1,121.034,NO1
2025-02-13,2,97.055,NO1
2025-02-13,3,80.678,NO1
2025-02-13,4,80.35,NO1
2025-02-13,5,80.443,NO1
2025-02-13,6,103.931,NO1
2025-02-13,7,145.26,NO1
2025-02-13,8,212.618,NO1
2025-02-13,9,233.447,NO1
2025-02-13,10,241.92800000000005,NO1
2025-02-13,11,221.521,NO1
2025-02-13,12,199.182,NO1
2025-02-13,13,188.51,NO1
2025-02-13,14,143.56099999999998,NO1
2025-02-13,15,141.581,NO1
2025-02-13,16,145.26,NO1
2025-02-13,17,153.624,NO1
2025-02-13,18,204.441,NO1
2025-02-13,19,215.313,NO1
2025-02-13,20,192.95,NO1
2025-02-13,21,168.009,NO1
2025-02-13,22,149.477,NO1
2025-02-13,23,128.801,NO1
2025-02-13,24,119.66400000000002,NO1
2025-02-14,1,143.616,NO1
2025-02-14,2,137.546,NO1
2025-02-14,3,143.605,NO1
2025-02-14,4,141.309,NO1
2025-02-14,5,117.727,NO1
2025-02-14,6,112.449,NO1
2025-02-14,7,168.772,NO1
2025-02-14,8,238.028,NO1
2025-02-14,9,284.937,NO1
2025-02-14,10,240.848,NO1
2025-02-14,11,203.412,NO1
2025-02-14,12,183.465,NO1
2025-02-14,13,168.958,NO1
2025-02-14,14,169.18,NO1
2025-02-14,15,169.576,NO1
2025-02-14,16,156.538,NO1
2025-02-14,17,195.85,NO1
2025-02-14,18,281.908,NO1
2025-02-14,19,261.39,NO1
2025-02-14,20,210.356,NO1
2025-02-14,21,171.207,NO1
2025-02-14,22,152.809,NO1
2025-02-14,23,137.464,NO1
2025-02-14,24,102.323,NO1
2025-02-15,1,114.231,NO1
2025-02-15,2,110.083,NO1
2025-02-15,3,100.191,NO1
2025-02-15,4,97.803,NO1
2025-02-15,5,102.51,NO1
2025-02-15,6,109.699,NO1
2025-02-15,7,123.646,NO1
2025-02-15,8,141.531,NO1
2025-02-15,9,146.215,NO1
2025-02-15,10,132.885,NO1
2025-02-15,11,121.16400000000002,NO1
2025-02-15,12,111.656,NO1
2025-02-15,13,102.766,NO1
2025-02-15,14,99.003,NO1
2025-02-15,15,96.579,NO1
2025-02-15,16,110.619,NO1
2025-02-15,17,111.167,NO1
2025-02-15,18,148.44,NO1
2025-02-15,19,165.078,NO1
2025-02-15,20,155.198,NO1
2025-02-15,21,138.14,NO1
2025-02-15,22,118.426,NO1
2025-02-15,23,108.837,NO1
2025-02-15,24,104.083,NO1
2025-02-16,1,120.849,NO1
2025-02-16,2,119.23,NO1
2025-02-16,3,115.082,NO1
2025-02-16,4,111.668,NO1
2025-02-16,5,111.365,NO1
2025-02-16,6,111.796,NO1
2025-02-16,7,112.6,NO1
2025-02-16,8,140.634,NO1
2025-02-16,9,142.801,NO1
2025-02-16,10,144.001,NO1
2025-02-16,11,140.587,NO1
2025-02-16,12,136.509,NO1
2025-02-16,13,138.094,NO1
2025-02-16,14,130.28699999999998,NO1
2025-02-16,15,129.355,NO1
2025-02-16,16,142.638,NO1
2025-02-16,17,145.935,NO1
2025-02-16,18,163.529,NO1
2025-02-16,19,183.197,NO1
2025-02-16,20,177.184,NO1
2025-02-16,21,169.226,NO1
2025-02-16,22,153.43900000000002,NO1
2025-02-16,23,151.551,NO1
2025-02-16,24,114.033,NO1
2025-02-17,1,119.116,NO1
2025-02-17,2,119.116,NO1
2025-02-17,3,125.263,NO1
2025-02-17,4,128.115,NO1
2025-02-17,5,122.306,NO1
2025-02-17,6,112.282,NO1
2025-02-17,7,112.608,NO1
2025-02-17,8,190.502,NO1
2025-02-17,9,206.113,NO1
2025-02-17,10,174.134,NO1
2025-02-17,11,142.573,NO1
2025-02-17,12,120.431,NO1
2025-02-17,13,116.997,NO1
2025-02-17,14,113.959,NO1
2025-02-17,15,116.683,NO1
2025-02-17,16,111.351,NO1
2025-02-17,17,109.919,NO1
2025-02-17,18,127.23,NO1
2025-02-17,19,164.972,NO1
2025-02-17,20,153.237,NO1
2025-02-17,21,141.316,NO1
2025-02-17,22,130.94400000000002,NO1
2025-02-17,23,112.271,NO1
2025-02-17,24,125.74,NO1
2025-02-18,1,119.307,NO1
2025-02-18,2,100.419,NO1
2025-02-18,3,96.991,NO1
2025-02-18,4,104.919,NO1
2025-02-18,5,99.871,NO1
2025-02-18,6,110.003,NO1
2025-02-18,7,134.102,NO1
2025-02-18,8,185.098,NO1
2025-02-18,9,207.903,NO1
2025-02-18,10,150.58800000000002,NO1
2025-02-18,11,129.345,NO1
2025-02-18,12,114.235,NO1
2025-02-18,13,100.524,NO1
2025-02-18,14,92.421,NO1
2025-02-18,15,102.623,NO1
2025-02-18,16,114.725,NO1
2025-02-18,17,133.06400000000002,NO1
2025-02-18,18,184.084,NO1
2025-02-18,19,181.064,NO1
2025-02-18,20,162.177,NO1
2025-02-18,21,148.279,NO1
2025-02-18,22,134.825,NO1
2025-02-18,23,126.99,NO1
2025-02-18,24,119.19,NO1
2025-02-19,1,98.149,NO1
2025-02-19,2,104.056,NO1
2025-02-19,3,104.533,NO1
2025-02-19,4,102.114,NO1
2025-02-19,5,99.323,NO1
2025-02-19,6,97.591,NO1
2025-02-19,7,111.627,NO1
2025-02-19,8,207.787,NO1
2025-02-19,9,232.092,NO1
2025-02-19,10,166.71300000000002,NO1
2025-02-19,11,142.083,NO1
2025-02-19,12,92.392,NO1
2025-02-19,13,84.392,NO1
2025-02-19,14,86.124,NO1
2025-02-19,15,89.625,NO1
2025-02-19,16,101.928,NO1
2025-02-19,17,107.417,NO1
2025-02-19,18,125.791,NO1
2025-02-19,19,139.397,NO1
2025-02-19,20,134.071,NO1
2025-02-19,21,112.406,NO1
2025-02-19,22,94.23,NO1
2025-02-19,23,85.578,NO1
2025-02-19,24,79.798,NO1
2025-02-20,1,71.535,NO1
2025-02-20,2,69.387,NO1
2025-02-20,3,68.737,NO1
2025-02-20,4,67.437,NO1
2025-02-20,5,66.54299999999999,NO1
2025-02-20,6,67.413,NO1
2025-02-20,7,72.26599999999999,NO1
2025-02-20,8,102.496,NO1
2025-02-20,9,106.594,NO1
2025-02-20,10,74.17,NO1
2025-02-20,11,72.591,NO1
2025-02-20,12,70.664,NO1
2025-02-20,13,70.768,NO1
2025-02-20,14,70.409,NO1
2025-02-20,15,70.362,NO1
2025-02-20,16,71.89500000000001,NO1
2025-02-20,17,70.72200000000001,NO1
2025-02-20,18,69.666,NO1
2025-02-20,19,69.47999999999999,NO1
2025-02-20,20,66.87899999999999,NO1
2025-02-20,21,63.559000000000005,NO1
2025-02-20,22,61.795,NO1
2025-02-20,23,60.20399999999999,NO1
2025-02-20,24,59.554,NO1
2025-02-21,1,57.11,NO1
2025-02-21,2,57.657,NO1
2025-02-21,3,57.25,NO1
2025-02-21,4,56.79600000000001,NO1
2025-02-21,5,57.66799999999999,NO1
2025-02-21,6,60.587,NO1
2025-02-21,7,65.971,NO1
2025-02-21,8,94.055,NO1
2025-02-21,9,145.851,NO1
2025-02-21,10,111.906,NO1
2025-02-21,11,88.811,NO1
2025-02-21,12,74.286,NO1
2025-02-21,13,71.36699999999999,NO1
2025-02-21,14,69.414,NO1
2025-02-21,15,69.37899999999999,NO1
2025-02-21,16,72.623,NO1
2025-02-21,17,75.798,NO1
2025-02-21,18,79.821,NO1
2025-02-21,19,76.37899999999999,NO1
2025-02-21,20,65.85499999999999,NO1
2025-02-21,21,62.017,NO1
2025-02-21,22,59.843,NO1
2025-02-21,23,57.726,NO1
2025-02-21,24,56.401,NO1
2025-02-22,1,57.122,NO1
2025-02-22,2,55.587,NO1
2025-02-22,3,53.679,NO1
2025-02-22,4,47.586,NO1
2025-02-22,5,45.586,NO1
2025-02-22,6,54.412,NO1
2025-02-22,7,56.04,NO1
2025-02-22,8,58.238,NO1
2025-02-22,9,59.80800000000001,NO1
2025-02-22,10,60.17999999999999,NO1
2025-02-22,11,59.587,NO1
2025-02-22,12,56.703,NO1
2025-02-22,13,56.436,NO1
2025-02-22,14,59.413,NO1
2025-02-22,15,60.017,NO1
2025-02-22,16,60.541,NO1
2025-02-22,17,61.913,NO1
